,UniProt ID,Synonyms
385,Q8N0X4,"['(3S)-malyl-CoA thioesterase', 'EC 4.1.3.25', 'EC 3.1.2.30', 'EC 2.3.3.9', 'Citrate lyase beta-like', 'Citrate lyase subunit beta-like protein', 'citramalyl-CoA lyase', 'Citramalyl-CoA lyase, mitochondrial', 'CLYBL', 'EC 2.3.3.-', 'Malate synthase', 'CLB', 'Beta-methylmalate synthase']"
386,Q9NP80,"['Patatin-like phospholipase domain-containing protein 8', 'Calcium-independent phospholipase A2-gamma', 'patatin like phospholipase domain containing 8', 'IPLA2G', 'IPLA2-2', 'Intracellular membrane-associated calcium-independent phospholipase A2 gamma', 'iPLA2-gamma', 'iPLA2-2', 'PNPLA8', 'iPLA2gamma', 'EC 3.1.1.5', 'PNPLA-gamma', 'MMLA']"
387,O95822,"['EC 4.1.1.9', 'MCD', 'malonyl-CoA decarboxylase', 'Malonyl-CoA decarboxylase, mitochondrial', 'MLYCD']"
388,Q96I23,"['PIGY upstream reading frame protein', 'PYURF', 'PREY', 'Protein preY, mitochondrial', 'PIGY upstream reading frame']"
389,O60830,"['TIM17B', 'translocase of inner mitochondrial membrane 17B', 'JM3', 'TIMM17B', 'Mitochondrial import inner membrane translocase subunit Tim17-B', 'DXS9822']"
390,Q9BYC8,"['39S ribosomal protein L32, mitochondrial', 'Mitochondrial large ribosomal subunit protein bL32m', 'bMRP-59b', 'MRP-L32', 'mitochondrial ribosomal protein L32', 'L32mt', 'MRPL32', 'HSPC283']"
391,Q70HW3,"['SLC25A26', 'solute carrier family 25 member 26', 'SAMC', 'Mitochondrial S-adenosylmethionine transporter', 'COXPD28', 'S-adenosylmethionine mitochondrial carrier protein', 'Solute carrier family 25 member 26']"
392,Q9UF12,"['EC 1.5.5.2', 'HSPOX1', 'Kidney and liver proline oxidase 1', 'Probable proline oxidase 2', 'Probable proline dehydrogenase 2', 'proline dehydrogenase 2', 'EC 1.5.5.3', 'HYPDH', 'Hydroxyproline dehydrogenase', 'PRODH2', 'HsPOX1']"
393,Q9NQR4,"['nitrilase family member 2', 'Omega-amidase NIT2', 'HEL-S-8a', 'EC 3.5.1.3', 'NIT2', 'Nitrilase homolog 2']"
394,Q6P4F2,"['FDX2', 'Ferredoxin-2, mitochondrial', 'MEOAL', 'Adrenodoxin-like protein', 'FDX1L', 'ferredoxin 2', 'Ferredoxin-1-like protein']"
395,P23368,"['NAD-ME', 'Malic enzyme 2', 'ME2', 'ODS1', 'malic enzyme 2', 'EC 1.1.1.38', 'NAD-dependent malic enzyme, mitochondrial']"
396,P49411,"['P43', 'EF-TuMT', 'COXPD4', 'EFTU', 'Tu translation elongation factor, mitochondrial', 'Elongation factor Tu, mitochondrial', 'TUFM', 'EF-Tu']"
397,Q02221,"['COX6A2', 'Cytochrome c oxidase subunit 6A2, mitochondrial', 'cytochrome c oxidase subunit 6A2', 'Cytochrome c oxidase subunit VIA-muscle', 'Cytochrome c oxidase polypeptide VIa-heart', 'COXVIAH', 'COX VIa-M', 'COX6AH']"
398,Q6PML9,"['ZnT-9', 'Solute carrier family 30 member 9', 'ZNT9', 'SLC30A9', 'BILAPES', 'C4orf1', 'Human embryonic lung protein', 'HuEL', 'Zinc transporter 9', 'solute carrier family 30 member 9', 'GAC63', 'HUEL']"
399,Q96BW9,"['Phosphatidate cytidylyltransferase, mitochondrial', 'TAMM41', 'EC 2.7.7.41', 'C3orf31', 'CDP-DAG synthase', 'CDP-diacylglycerol synthase', 'RAM41', 'Mitochondrial translocator assembly and maintenance protein 41 homolog', 'TAM41', 'TAM41 mitochondrial translocator assembly and maintenance homolog']"
400,O14925,"['Mitochondrial import inner membrane translocase subunit Tim23', 'translocase of inner mitochondrial membrane 23', 'TIM23', 'TIMM23']"
401,Q9NWS8,"['COXPD11', 'bA351K16', 'Required for meiotic nuclear division protein 1 homolog', 'C6orf96', 'required for meiotic nuclear division 1 homolog', 'RMND1', 'bA351K16.3', 'RMD1']"
402,O95140,"['MFN2', 'CMT2A2', 'CMT2A2A', 'MARF', 'CMT2A2B', 'HMSN6A', 'HSG', 'EC 3.6.5.-', 'CPRP1', 'mitofusin 2', 'Mitofusin-2', 'Transmembrane GTPase MFN2', 'CMT2A']"
403,Q5SXM8,"['mtHsp70-escort protein', 'Hsp70-escort protein 1', 'ZIM17', 'bA413M3.2', 'HEP1', 'HEP', 'DNL-type zinc finger protein', 'DNLZ', 'C9orf151', 'DNL-type zinc finger', 'TIMM15']"
404,Q8N4Q1,"['Coiled-coil-helix-coiled-coil-helix domain-containing protein 4', 'TIMM40', 'Mitochondrial intermembrane space import and assembly protein 40', 'coiled-coil-helix-coiled-coil-helix domain containing 4', 'CHCHD4', 'MIA40']"
405,O14561,"['Acyl carrier protein, mitochondrial', 'ACP1', 'NADH-ubiquinone oxidoreductase 9.6 kDa subunit', 'NDUFAB1', 'ACP', 'NADH:ubiquinone oxidoreductase subunit AB1', 'SDAP', 'FASN2A', 'CI-SDAP']"
406,Q08AH1,"['EC 6.2.1.25', 'Butyryl-coenzyme A synthetase 1', 'Butyrate--CoA ligase 1', 'Benzoate--CoA ligase', 'MACS1', 'acyl-CoA synthetase medium chain family member 1', 'ACSM1', 'Xenobiotic/medium-chain fatty acid-CoA ligase HXM-B', 'Acyl-coenzyme A synthetase ACSM1, mitochondrial', 'Acyl-CoA synthetase medium-chain family member 1', 'Lipoate-activating enzyme', 'BUCS1', 'Middle-chain acyl-CoA synthetase 1', 'EC 6.2.1.2']"
407,Q86WW8,"['COA5', 'Pet191', 'C2orf64', 'Cytochrome c oxidase assembly factor 5', '6330578E17Rik', 'cytochrome c oxidase assembly factor 5', 'CEMCOX3']"
408,Q96H96,"['MSA1', '4-HB polyprenyltransferase', 'EC 2.5.1.39', 'COQ2', 'COQ2 homolog', 'CL640', 'Para-hydroxybenzoate--polyprenyltransferase', 'COQ10D1', '4-hydroxybenzoate decaprenyltransferase', 'hCOQ2', '4-hydroxybenzoate polyprenyltransferase, mitochondrial', 'coenzyme Q2, polyprenyltransferase', 'PHB:PPT', 'PHB:polyprenyltransferase']"
409,Q86YH6,"['PDSS2', 'All trans-polyprenyl-diphosphate synthase PDSS2', 'C6orf210', 'Candidate tumor suppressor protein', 'Solanesyl-diphosphate synthase subunit 2', 'COQ1B', 'Decaprenyl pyrophosphate synthase subunit 2', 'Decaprenyl-diphosphate synthase subunit 2', 'hDLP1', 'COQ10D3', 'bA59I9.3', 'decaprenyl diphosphate synthase subunit 2', 'DLP1', 'EC 2.5.1.91', 'All-trans-decaprenyl-diphosphate synthase subunit 2']"
410,Q08426,"['EC 5.3.3.8', 'PBFE', '3-hydroxyacyl-CoA dehydrogenase', 'enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase', 'L-PBE', 'Enoyl-CoA hydratase/3,2-trans-enoyl-CoA isomerase', 'LBFP', 'EC 4.2.1.17', 'MFE1', 'EC 1.1.1.35', 'Multifunctional enzyme 1', 'LBP', 'L-bifunctional protein', 'EHHADH', 'FRTS3', 'ECHD', 'Peroxisomal bifunctional enzyme', 'PBE']"
411,O75489,"['NADH:ubiquinone oxidoreductase core subunit S3', 'NADH-ubiquinone oxidoreductase 30 kDa subunit', 'NDUFS3', 'EC 7.1.1.2', 'Complex I-30kD', 'NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial', 'MC1DN8', 'CI-30', 'CI-30kD']"
412,Q9NRK6,"['ABC-me protein', 'ATP-binding cassette sub-family B member 10, mitochondrial', 'ATP-binding cassette transporter 10', 'ABC-mitochondrial erythroid protein', 'Mitochondrial ATP-binding cassette 2', 'ATP binding cassette subfamily B member 10', 'MTABC2', 'M-ABC2', 'ABC transporter 10 protein', 'ABCB10', 'EST20237']"
413,P17540,"['Creatine kinase S-type, mitochondrial', 'Sarcomeric mitochondrial creatine kinase', 'CKMT2', 'EC 2.7.3.2', 'Basic-type mitochondrial creatine kinase', 'SMTCK', 'Mib-CK', 'S-MtCK', 'creatine kinase, mitochondrial 2']"
414,P82663,"['Mitochondrial small ribosomal subunit protein mS25', 'RPMS25', 'MRP-S25', 'S25mt', '28S ribosomal protein S25, mitochondrial', 'MRPS25', 'mitochondrial ribosomal protein S25']"
415,Q9H845,"['Complex I assembly factor ACAD9, mitochondrial', 'ACAD-9', 'Acyl-CoA dehydrogenase family member 9', 'MC1DN20', 'EC 1.3.8.-', 'acyl-CoA dehydrogenase family member 9', 'NPD002', 'ACAD9']"
416,Q9P0S2,"['cytochrome c oxidase assembly factor COX16', 'COX16', 'C14orf112', 'HSPC203', 'hCOX16', 'Cytochrome c oxidase assembly protein COX16 homolog, mitochondrial']"
417,Q96ND0,"['HsT2329', 'FAM210A', 'family with sequence similarity 210 member A', 'Protein FAM210A', 'C18orf19']"
418,Q9NPJ3,"['acyl-CoA thioesterase 13', 'ACOT13', 'Hotdog-fold thioesterase superfamily member 2', 'EC 3.1.2.-', 'Acyl-CoA thioesterase 13', 'THEM2', 'Palmitoyl-CoA hydrolase', 'Thioesterase superfamily member 2', 'Acyl-coenzyme A thioesterase 13', 'HT012', 'Acyl-coenzyme A thioesterase 13, N-terminally processed', 'PNAS-27', 'EC 3.1.2.2']"
419,P50416,"['EC 2.3.1.21', 'carnitine palmitoyltransferase 1A', 'CPT I', 'Carnitine O-palmitoyltransferase 1, liver isoform', 'Carnitine O-palmitoyltransferase I, liver isoform', 'CPT1-L', 'CPT1A', 'Carnitine palmitoyltransferase 1A', 'CPTI-L', 'L-CPT1', 'CPT1']"
420,Q9BTZ2,"['PHCR', 'humNRDR', 'Dehydrogenase/reductase SDR family member 4', 'NRDR', 'CR', 'Short-chain dehydrogenase/reductase family member 4', 'SDR-SRL', 'SDR25C1', 'PSCD', 'NADPH-dependent carbonyl reductase/NADP-retinol dehydrogenase', 'Short chain dehydrogenase/reductase family 25C member 2', 'SDR25C2', 'DHRS4', 'NADPH-dependent retinol dehydrogenase/reductase', 'dehydrogenase/reductase 4', 'Peroxisomal short-chain alcohol dehydrogenase', 'SCAD-SRL', 'EC 1.1.1.184']"
421,Q8N945,"['PRELID2', '-', 'PRELI domain containing 2', 'PRELI domain-containing protein 2']"
422,Q9HA77,"['CARS2', 'Probable cysteine--tRNA ligase, mitochondrial', 'cysteinyl-tRNA synthetase 2, mitochondrial', 'Cysteinyl-tRNA synthetase', 'CysRS', 'EC 6.1.1.16', 'cysRS', 'COXPD27']"
423,O75323,"['Glioblastoma-amplified sequence', 'NIPSNAP2', 'nipsnap homolog 2', 'NipSnap2', 'Protein NipSnap homolog 2', 'GBAS']"
424,P17568,"['B18', 'NADH-ubiquinone oxidoreductase B18 subunit', 'NDUFB7', 'CI-B18', 'NADH:ubiquinone oxidoreductase subunit B7', 'Cell adhesion protein SQM1', 'NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7', 'Complex I-B18']"
425,Q5XKP0,"['mitochondrial contact site and cristae organizing system subunit 13', 'C19orf70', 'P117', 'MICOS complex subunit MIC13', 'QIL1', 'Protein P117', 'MICOS13', 'MIC13']"
426,Q9NS18,"['GRX2', 'glutaredoxin 2', 'CGI-133', 'Glutaredoxin-2, mitochondrial', 'GLRX2']"
427,Q9NP92,"['PDCD9', 'MRP-S30', 'MRPS30', 'Mitochondrial large ribosomal subunit protein mL65', 'mitochondrial ribosomal protein S30', 'Mitochondrial large ribosomal subunit protein mS30', 'PAP', 'Programmed cell death protein 9', '39S ribosomal protein S30, mitochondrial', 'S30mt']"
428,O43819,"['CEMCOX1', 'ECGF1', 'MYP6', 'Gliostatin', 'PD-ECGF', 'TdRPase', 'synthesis of cytochrome C oxidase 2', 'TYMP', 'SCO2', 'Protein SCO2 homolog, mitochondrial', 'SCO1L', 'TP']"
429,Q99714,"['EC 1.1.1.62', '17b-HSD10', '3alpha(or 20beta)-hydroxysteroid dehydrogenase', '7-alpha-hydroxysteroid dehydrogenase', 'DUPXp11.22', 'EC 1.1.1.159', 'MRX17', 'EC 1.1.1.178', 'MRXS10', 'EC 1.1.1.239', 'Mitochondrial ribonuclease P protein 2', 'CAMR', '3-hydroxy-2-methylbutyryl-CoA dehydrogenase', 'SDR5C1', 'HSD17B10', 'MRPP2', 'ABAD', 'HCD2', 'Mitochondrial RNase P protein 2', '2-methyl-3-hydroxybutyryl-CoA dehydrogenase', 'EC 1.1.1.53', 'Short-chain type dehydrogenase/reductase XH98G2', 'Short chain dehydrogenase/reductase family 5C member 1', 'EC 1.1.1.35', 'SCHAD', '3-alpha-(17-beta)-hydroxysteroid dehydrogenase (NAD(+))', '3-hydroxyacyl-CoA dehydrogenase type-2', 'hydroxysteroid 17-beta dehydrogenase 10', 'MRX31', '3-hydroxyacyl-CoA dehydrogenase type II', 'MHBD', '17-beta-estradiol 17-dehydrogenase', 'ERAB', 'HADH2', 'HSD10MD', 'Type II HADH', 'Endoplasmic reticulum-associated amyloid beta-peptide-binding protein']"
430,Q96I59,"['SLM5', 'asnRS', 'Asparaginyl-tRNA synthetase', 'asparaginyl-tRNA synthetase 2, mitochondrial', 'NARS2', 'Probable asparagine--tRNA ligase, mitochondrial', 'AsnRS', 'EC 6.1.1.22', 'DFNB94']"
431,Q6P087,"['EC 5.4.99.-', '-', 'RNA pseudouridylate synthase domain-containing protein 3', 'Mitochondrial mRNA pseudouridine synthase RPUSD3', 'RNA pseudouridine synthase D3', 'RPUSD3']"
432,P51687,"['Sulfite oxidase, mitochondrial', '-', 'SUOX', 'EC 1.8.3.1', 'sulfite oxidase']"
433,Q9UL12,"['BPR-2', 'SDH', 'EC 1.5.8.3', 'SARDH', 'SAR', 'SARD', 'SarDH', 'DMGDHL1', 'Sarcosine dehydrogenase, mitochondrial', 'sarcosine dehydrogenase']"
434,P52758,"['UK114 antigen homolog', '14.5 kDa translational inhibitor protein', 'EC 3.5.99.10', 'reactive intermediate imine deaminase A homolog', 'Translation inhibitor L-PSP ribonuclease', 'Heat-responsive protein 12', '2-iminobutanoate/2-iminopropanoate deaminase', 'hp14.5', 'p14.5', 'PSP', 'UK114', 'HRSP12', 'P14.5', 'Reactive intermediate imine deaminase A homolog', 'RIDA']"
435,P10176,"['VIII', 'COX8L', 'Cytochrome c oxidase subunit 8A, mitochondrial', 'COX8A', 'Cytochrome c oxidase subunit 8-2', 'COX', 'COX8-2', 'Cytochrome c oxidase polypeptide VIII-liver/heart', 'cytochrome c oxidase subunit 8A', 'COX8', 'VIII-L']"
436,P35270,"['SDR38C1', 'sepiapterin reductase', 'Sepiapterin reductase', 'EC 1.1.1.153', 'SPR']"
437,P39210,"['MPV17', 'MTDPS6', 'SYM1', 'CMT2EE', 'Protein Mpv17', 'mitochondrial inner membrane protein MPV17']"
438,Q8N4Q0,"['PRG-3', 'zinc binding alcohol dehydrogenase domain containing 2', 'Prostaglandin reductase 3', 'EC 1.3.1.48', 'Zinc-binding alcohol dehydrogenase domain-containing protein 2', 'ZADH2']"
439,Q9H0U6,"['MRP-L18', 'Mitochondrial large ribosomal subunit protein uL18m', '39S ribosomal protein L18, mitochondrial', 'mitochondrial ribosomal protein L18', 'HSPC071', 'L18mt', 'MRPL18']"
440,P30837,"['Aldehyde dehydrogenase family 1 member B1', 'ALDH5', 'Aldehyde dehydrogenase 5', 'Aldehyde dehydrogenase X, mitochondrial', 'EC 1.2.1.3', 'aldehyde dehydrogenase 1 family member B1', 'ALDH1B1', 'ALDHX']"
441,Q96BP2,"['C2360', 'Mitochondrial small ribosomal subunit protein mS37', 'CHCHD1', 'Nuclear protein C2360', 'C10orf34', 'Coiled-coil-helix-coiled-coil-helix domain-containing protein 1', 'MRP-S37', 'coiled-coil-helix-coiled-coil-helix domain containing 1', '28S ribosomal protein S37, mitochondrial']"
442,O60220,"['DFN1', 'MTS', 'translocase of inner mitochondrial membrane 8A', 'DDP1', 'Deafness dystonia protein 1', 'DDP', 'TIM8', 'TIMM8A', 'Mitochondrial import inner membrane translocase subunit Tim8 A', 'X-linked deafness dystonia protein']"
443,Q9Y277,"['VDAC3', 'voltage dependent anion channel 3', 'Voltage-dependent anion-selective channel protein 3', 'Outer mitochondrial membrane protein porin 3', 'VDAC-3', 'hVDAC3', 'HD-VDAC3']"
444,Q6NUK1,"['Solute carrier family 25 member 24', 'solute carrier family 25 member 24', 'SCAMC-1', 'APC1', 'Mitochondrial ATP-Mg/Pi carrier protein 1', 'SCAMC1', 'Small calcium-binding mitochondrial carrier protein 1', 'Mitochondrial Ca(2+)-dependent solute carrier protein 1', 'Calcium-binding mitochondrial carrier protein SCaMC-1', 'SLC25A24']"
445,Q9Y5U8,"['SLC54A1', 'CGI-129', 'BRP44L', 'Brain protein 44-like protein', 'MPYCD', 'mitochondrial pyruvate carrier 1', 'Mitochondrial pyruvate carrier 1', 'MPC1']"
446,Q9H936,"['solute carrier family 25 member 22', 'Solute carrier family 25 member 22', 'GC1', 'GC-1', 'EIEE3', 'Mitochondrial glutamate carrier 1', 'NET44', 'SLC25A22', 'Glutamate/H(+) symporter 1']"
447,Q9H0C2,"['Sperm flagellar energy carrier protein', 'Adenine nucleotide translocator 4', 'ADP,ATP carrier protein 4', 'SLC25A31', 'Solute carrier family 25 member 31', 'ANT4', 'SFEC35kDa', 'solute carrier family 25 member 31', 'AAC4', 'ADP/ATP translocase 4', 'ANT 4']"
448,Q9H1K4,"['solute carrier family 25 member 18', 'SLC25A18', 'Glutamate/H(+) symporter 2', 'Mitochondrial glutamate carrier 2', 'GC-2', 'Solute carrier family 25 member 18', 'GC2']"
449,Q96Q11,"['mt tRNA CCA-pyrophosphorylase', 'CCA tRNA nucleotidyltransferase 1, mitochondrial', 'CGI-47', 'RPEM', 'tRNA nucleotidyl transferase 1', 'mt tRNA adenylyltransferase', 'mt CCA-adding enzyme', 'MtCCA', 'Mitochondrial tRNA nucleotidyl transferase, CCA-adding', 'mt tRNA CCA-diphosphorylase', 'SIFD', 'CCA1', 'EC 2.7.7.72', 'TRNT1']"
450,P14735,"['IDE', 'Insulinase', 'insulin degrading enzyme', 'Insulin protease', 'Abeta-degrading protease', 'EC 3.4.24.56', 'INSULYSIN', 'Insulysin', 'Insulin-degrading enzyme']"
451,Q9Y2Q3,"['GST13-13', 'GSTK1', 'GSTK1-1', 'Glutathione S-transferase kappa 1', 'GST', 'EC 2.5.1.18', 'GST class-kappa', 'hGSTK1', 'GST13', 'Glutathione S-transferase subunit 13', 'glutathione S-transferase kappa 1', 'GST 13-13']"
452,Q5ST30,"['ValRS', 'VARS2L', 'VALRS', 'VARS2', 'Valyl-tRNA synthetase', 'Valine--tRNA ligase, mitochondrial', 'Valyl-tRNA synthetase-like', 'valyl-tRNA synthetase 2, mitochondrial', 'EC 6.1.1.9', 'VARSL', 'COXPD20']"
453,P61604,"['10 kDa chaperonin', 'heat shock protein family E (Hsp10) member 1', '10 kDa heat shock protein, mitochondrial', 'Hsp10', 'GROES', 'Early-pregnancy factor', 'HSP10', 'HSPE1', 'Chaperonin 10', 'CPN10', 'EPF']"
454,Q6P161,"['mitochondrial ribosomal protein L54', 'L54mt', 'Mitochondrial large ribosomal subunit protein mL54', '39S ribosomal protein L54, mitochondrial', 'MRP-L54', 'MRPL54']"
455,Q96DV4,"['HSPC262', 'L38MT', 'Mitochondrial large ribosomal subunit protein mL38', 'RPML3', 'MRP-L38', 'mitochondrial ribosomal protein L38', 'MRP-L3', '39S ribosomal protein L38, mitochondrial', 'MRPL38', 'L38mt']"
456,Q14197,"['MRP-L58', 'mitochondrial ribosomal protein L58', 'DS-1', 'Mitochondrial large ribosomal subunit protein mL62', 'EC 3.1.1.29', 'ICT1', 'MRPL58', '39S ribosomal protein L58, mitochondrial', 'Digestion substraction 1', 'Peptidyl-tRNA hydrolase ICT1, mitochondrial', 'Immature colon carcinoma transcript 1 protein', 'DS1']"
457,Q9NZJ7,"['MTCH1', 'mitochondrial carrier 1', 'PSAP', 'SLC25A49', 'CGI-64', 'Presenilin-associated protein', 'Mitochondrial carrier homolog 1', 'PIG60']"
458,O43715,"['TRIAP1', 'WF-1', 'p53-inducible cell-survival factor', 'TP53 regulated inhibitor of apoptosis 1', 'P53CSV', 'MDM35', 'HSPC132', 'TP53-regulated inhibitor of apoptosis 1', 'Protein 15E1.1', 'p53CSV']"
459,Q96EY7,"['pentatricopeptide repeat domain 3', 'MRP-S39', 'Transformation-related gene 15 protein', 'Mitochondrial small ribosomal subunit protein mS39', 'TRG-15', 'Pentatricopeptide repeat domain-containing protein 3, mitochondrial', '28S ribosomal protein S39, mitochondrial', 'PTCD3']"
460,Q12887,"['cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10', '-', 'EC 2.5.1.141', 'Heme O synthase', 'COX10', 'Protoheme IX farnesyltransferase, mitochondrial']"
461,Q92667,"['AKAP1', 'A-kinase anchor protein 149 kDa', 'D-AKAP1', 'A-kinase anchoring protein 1', 'S-AKAP84', 'SAKAP84', 'Spermatid A-kinase anchor protein 84', 'TDRD17', 'AKAP', 'Protein kinase A-anchoring protein 1', 'AKAP121', 'AKAP84', 'Dual specificity A-kinase-anchoring protein 1', 'D-AKAP-1', 'PPP1R43', 'AKAP149', 'PRKA1', 'AKAP 149', 'A-kinase anchor protein 1, mitochondrial']"
462,Q9HC36,"['mitochondrial rRNA methyltransferase 3', 'rRNA methyltransferase 3, mitochondrial', 'RNMTL1', 'MRM3', ""16S rRNA (guanosine(1370)-2'-O)-methyltransferase"", 'RNA methyltransferase-like protein 1', 'EC 2.1.1.-', 'RMTL1', ""16S rRNA [Gm1370] 2'-O-methyltransferase""]"
463,P54819,"['ADK2', 'AK2', 'AK 2', 'ATP:AMP phosphotransferase', 'Adenylate monophosphate kinase', 'Adenylate kinase 2, mitochondrial, N-terminally processed', 'adenylate kinase 2', 'ATP-AMP transphosphorylase 2', 'EC 2.7.4.3', 'Adenylate kinase 2, mitochondrial']"
464,Q9BUB7,"['TMEM70', 'MC5DN2', 'Transmembrane protein 70, mitochondrial', 'transmembrane protein 70']"
465,Q8NC60,"['NOA1', 'hNOA1', 'C4orf14', 'nitric oxide associated 1', 'mAtNOS1', 'Nitric oxide-associated protein 1', 'hAtNOS1', 'MTG3']"
466,Q96AQ8,"['Mitochondrial calcium uniporter regulator 1', 'FMP32', 'MCUR1', 'Coiled-coil domain-containing protein 90A, mitochondrial', 'CCDC90A', 'C6orf79', 'MCU regulator 1', 'mitochondrial calcium uniporter regulator 1']"
467,Q9P0S9,"['NET26', 'HSPC194', 'Transmembrane protein 14C', 'bA421M1.6', 'transmembrane protein 14C', 'C6orf53', 'TMEM14C', 'MSTP073']"
468,O43677,"['KFYI', 'Complex I-KFYI', 'NADH-ubiquinone oxidoreductase KFYI subunit', 'NDUFC1', 'NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial', 'CI-KFYI', 'NADH:ubiquinone oxidoreductase subunit C1']"
469,Q9NZE8,"['39S ribosomal protein L35, mitochondrial', 'mitochondrial ribosomal protein L35', 'L35mt', 'MRPL35', 'MRP-L35', 'Mitochondrial large ribosomal subunit protein bL35m']"
470,O95167,"['B9', 'NADH:ubiquinone oxidoreductase subunit A3', 'NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3', 'NADH-ubiquinone oxidoreductase B9 subunit', 'CI-B9', 'NDUFA3', 'Complex I-B9']"
471,Q5T2R2,"['Solanesyl-diphosphate synthase subunit 1', 'SPS', 'All-trans-decaprenyl-diphosphate synthase subunit 1', 'hDPS1', 'PDSS1', 'COQ10D2', 'Decaprenyl pyrophosphate synthase subunit 1', 'DPS', 'Trans-prenyltransferase 1', 'TPRT', 'decaprenyl diphosphate synthase subunit 1', 'TPT', 'All trans-polyprenyl-diphosphate synthase PDSS1', 'TPT 1', 'COQ1A', 'COQ1', 'Decaprenyl-diphosphate synthase subunit 1', 'EC 2.5.1.91']"
472,P16260,"['GDA', 'Graves disease carrier protein', 'hML7', 'Solute carrier family 25 member 16', 'Graves disease autoantigen', 'D10S105E', 'GDC', 'Mitochondrial solute carrier protein homolog', 'solute carrier family 25 member 16', 'SLC25A16', 'ML7', 'HGT.1']"
473,Q96HJ9,"['formation of mitochondrial complex V assembly factor 1 homolog', 'HSPC268', 'Formation of mitochondrial complex V assembly factor 1 homolog', 'C7orf55', 'Protein FMC1 homolog', 'FMC1', 'ATP synthase assembly factor FMC1, mitochondrial']"
474,Q53FZ2,"['Butyryl-coenzyme A synthetase 3', 'Protein SA homolog', 'SAH', 'Middle-chain acyl-CoA synthetase 3', 'Propionate--CoA ligase', 'Butyrate--CoA ligase 3', 'SA', 'EC 6.2.1.17', 'acyl-CoA synthetase medium chain family member 3', 'ACSM3', 'Acyl-CoA synthetase medium-chain family member 3', 'Acyl-coenzyme A synthetase ACSM3, mitochondrial', 'EC 6.2.1.2']"
475,Q330K2,"['C8orf38', 'MC1DN17', 'FRTS5', 'Putative phytoene synthase', 'NADH:ubiquinone oxidoreductase complex assembly factor 6', 'NADH dehydrogenase (ubiquinone) complex I, assembly factor 6', 'NDUFAF6']"
