Cluster ID,,Cluster name,Size,Cluster members,Organisms,Length,Identity,Organism IDs
UniRef90_Q9NRY6,partially reviewed and UniParc,Cluster: Phospholipid scramblase 3,79,Q9NRY6; M3YEZ6; G9KHC7; A0A2K6FQU9; B2RBF8; A0A2Y9Q706; M3WE53; A0A6J1YGI0; A0A667HX01; A0A485PD61; A0A6J3I1J4; A0A2U3VTG9; A0A2Y9HFF0; A0A7F8R9U4; A0A6D2XCC1; A0A2J8RWS2; A0A7J8D0V9; A0A2K5Q7V7; A0A2K5F8K6; A0A2K6UYS8; B3KP67; U3DBR3; A0A6J2B2L4; A0A3Q7NE01; H2QC35; F6U2A9; A0A2K5P306; G7NIE8; A0A096P2P5; A0A0D9RH67; A0A2K5YJJ0; A0A2K6JZZ5; A0A2K6DQ80; A0A2R9AGV9; A0A6P4SZZ8; H0XAU4; A0A250YET6; A0A2U3Y5I4; A0A3L7GME7; A0A5N4D1L0; A0A341A8Y8; A0A6J3QJ16; A0A2Y9HLG0; A0A6J2AY52; A0A6J3I1J8; A0A2Y9PWP4; A0A341A8Z0; A0A7J7TF77; A0A7J8D0W2; A0A3Q7PVD6; A0A6J2AXU1; A0A6J3QJ38; A0A341ADB9; A0A7F8RBC4; UPI0000200836; UPI0013960D0E; UPI00122DC397; UPI001AD7730B; UPI00042BB474; UPI000344167F; UPI00123E7DD0; UPI0003334B11; UPI0015C2CE2E; UPI0009814798; UPI00156C56AF; UPI0005F3D05E; UPI000F443E97; UPI001873F2AF; UPI001659FD64; UPI00159D91C2; UPI00071AACDB; UPI000533D994; UPI0003ACC78A; UPI0018751003; UPI0010F666C4; UPI000F44139F; UPI00156BF2A1; UPI0004ED1811; UPI001874CB69,Homo sapiens (Human); Mustela putorius furo (European domestic ferret) (Mustela furo); Propithecus coquereli (Coquerel's sifaka) (Propithecus verreauxi coquereli); Delphinapterus leucas (Beluga whale); Felis catus (Cat) (Felis silvestris catus); Acinonyx jubatus (Cheetah); Lynx canadensis (Canada lynx); Lynx pardinus (Iberian lynx) (Felis pardina); Sapajus apella (Brown-capped capuchin) (Cebus apella); Odobenus rosmarus divergens (Pacific walrus),295,90%,9606; 9669; 379532; 9749; 9685; 32536; 61383; 191816; 9515; 9708; 29088; 9713; 9601; 27622; 2715852; 37293; 39432; 9483; 9704; 34884; 9598; 9544; 9531; 9555; 60711; 9568; 61621; 9545; 9597; 9691; 30611; 51338; 10029; 9838; 1706337; 9739; 59479; 9720; 61853; 1608482; 74533; 9595; 51337; 9715; 336983; 90247; 9771; 9711; 9793; 9796; 40151; 1026970
UniRef90_O75438,partially reviewed and UniParc,Cluster: NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 1,38,O75438; Q0MQC5; Q0MQC6; P0CB74; A0A6D2XWG4; A0A2J8PL90; G3RNN1; O75438-2; A0A024R6G6; A0A2J8PLA8; A0A2K6P5U2; A0A2K6L631; G1S5L7; A0A2R9CS99; A0A2K5TSP9; A0A0D9RFX2; F6XBM3; A0A096NJE1; A0A2K6D5W1; A0A2K5LNV7; A0A2K5YIU2; Q3MHU6; A0A6D2WFJ5; A0A2J8W4T2; A0A2J8W4T1; UPI000BA4E61A; UPI00141B5473; UPI00141BA10B; UPI001362934F; UPI00122DAFDB; UPI0010A1FA2F; UPI0003AB906A; UPI0012AE9C40; UPI000DC199E0; UPI0005F4F6E2; UPI0018B0BA10; UPI0005F39FB3; UPI0005F37B0A,Homo sapiens (Human); Gorilla gorilla gorilla (Western lowland gorilla); Pan troglodytes (Chimpanzee); Pongo pygmaeus (Bornean orangutan); Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana); Rhinopithecus bieti (Black snub-nosed monkey) (Pygathrix bieti); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Pan paniscus (Pygmy chimpanzee) (Bonobo); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus),58,90%,9606; 9595; 9598; 9600; 61622; 61621; 61853; 9597; 9541; 60711; 9544; 9555; 9545; 9531; 9568; 9601; 54180; 81572; 9565
UniRef90_O75127,partially reviewed and UniParc,"Cluster: Pentatricopeptide repeat-containing protein 1, mitochondrial",38,O75127; Q5R655; G3V325; A4D273; C9JGL8; C9JWL7; C9JQN9; A0A1D5Q3R2; F7DP81; G7MNR1; B4DJ38; A0A2K6E1F6; A0A2K5NEX0; A0A2K5WVI4; G7P0A6; A0A096NGE8; G3S810; Q3ZB84; A0A2R9B9M0; H2QV03; A0A2K6MVU9; A0A2K5HRX4; A0A2K6Q975; A0A0D9RYX8; H2PLI8; A0A2K5YEQ8; UPI000DC18F8B; UPI000DC16747; UPI0005F554A5; UPI0013F1EF41; UPI0018B0569B; UPI00122DA5DE; UPI0000E2163A; UPI00123764B6; UPI0005F365F4; UPI000E6B1468; UPI00141A6A33; UPI000CEF8D6A,Homo sapiens (Human); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Macaca mulatta (Rhesus macaque); Macaca nemestrina (Pig-tailed macaque); Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Papio anubis (Olive baboon); Gorilla gorilla gorilla (Western lowland gorilla); Pan paniscus (Pygmy chimpanzee) (Bonobo); Pan troglodytes (Chimpanzee),700,90%,9606; 9601; 9544; 9545; 9531; 9541; 9555; 9595; 9597; 9598; 61621; 336983; 61622; 60711; 9568; 9565; 81572; 61853; 591936; 54180
UniRef90_Q14790,partially reviewed and UniParc,Cluster: Caspase-8,43,Q14790; Q14790-9; A0A2I2YHY1; E7ETB7; H2QJ86; A0A6D2WT42; A0A6D2VYS4; A0A2J8N557; A0A2R9AE19; A0A2J8N571; E7EVN1; A0A2J8N559; A0A2I3HAC6; H2P8A2; A0A2J8WV24; A0A2J8WV33; A0A2J8WV26; A0A2J8WV44; A0A2J8WV32; A0A2I3GJU5; A0A6D2X698; A0A2I3SAR9; A0A2R9AE41; A0A6D2WZ76; A0A2J8N566; A0A2R9AJC1; A0A2J8N546; A0A024R3Z8; C9JB29; Q14790-2; UPI0005CFF0BD; UPI0000112BBC; UPI0008DB4258; UPI0002745400; UPI00020AA04A; UPI0005126324; UPI0007DBC138; UPI0008F4B0FA; UPI0013F225AF; UPI0013F184E2; UPI000512039F; UPI0004F06913; UPI000387CDA2,Homo sapiens (Human); Gorilla gorilla gorilla (Western lowland gorilla); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Hylobates moloch (Silvery gibbon),479,90%,9606; 9595; 9598; 9597; 61853; 9601; 81572
UniRef90_Q07817,partially reviewed and UniParc,Cluster: Bcl-2-like protein 1,49,Q07817; O77737; A0A0S2Z3C5; A0A6D2VXZ3; Q76LT7; H2QK53; A0A6D2VVP1; A0A3Q7R8S3; A0A2J8VIH3; A0A2R8Z9D7; G3RY91; A0A2J8VIL9; A0A2J8PZ20; G1RER8; A0A4X1SQU7; A0A6I9I3Q0; L5LM54; A0A7J7VXA2; G1P9D2; S7PYW9; A0A4X1SRM7; Q9N1A2; A0A0B8S0B5; Q005V9; D2H915; A0A673UUI0; A0A6G1ARQ9; A0A6P4WH23; A0A6J0A788; A0A3Q7WXN8; A0A6P6IJT9; A0A384D3U1; A0A7J8HFT7; A0A667HK09; A0A452SDS4; A0A485M8G4; A0A2K5H963; A0A6J2MRR0; A0A2U3X803; A0A2U3VEK0; A0A6J2FDW7; A0A3Q7PNW8; A0A2Y9H659; I3MUP5; A0A5E4CEF5; A0A7J8DEW3; A0A671EYI9; UPI0004D09D28; UPI00057B109D,Homo sapiens (Human); Sus scrofa (Pig); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Canis lupus familiaris (Dog) (Canis familiaris); Pan troglodytes (Chimpanzee); Vulpes vulpes (Red fox); Pan paniscus (Pygmy chimpanzee) (Bonobo); Gorilla gorilla gorilla (Western lowland gorilla); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Vicugna pacos (Alpaca) (Lama pacos),233,90%,9606; 9823; 9601; 9615; 9598; 9627; 9597; 9595; 61853; 30538; 225400; 51298; 59463; 109478; 9825; 9685; 9646; 37032; 9678; 9691; 32536; 116960; 9696; 29073; 27622; 61383; 9643; 191816; 336983; 89673; 9713; 9708; 9704; 34884; 29088; 43179; 9995; 9407; 59479; 482537; 9837
UniRef90_Q9NVH0,partially reviewed and UniParc,Cluster: Exonuclease 3'-5' domain-containing protein 2,50,Q9NVH0; C9JLF4; A0A2J8T4S9; A0A2J8PJ03; Q9NVH0-2; G1QKW9; A0A2I3ST55; H2Q8I3; A0A2J8T4S1; A0A2J8T4T2; A0A2R9CDT3; A0A803KKR7; A0A2J8PIX2; A0A2J8PIZ3; A0A2K5CU10; G3QFZ8; A0A2K5RJM3; U3F0G2; H2NLM3; A0A2K6V1X5; A0A6G1ATN7; A0A2K6PPD1; A0A2K6KRY4; A0A6J3F8E8; A0A6J3F7W4; A0A2K5JAE0; G3TLU5; G7PAL0; A0A2K5RJL3; G7MYI4; G3TKY4; UPI0010F4322C; UPI00020ABDE4; UPI0002745A51; UPI0006269920; UPI00029D9A64; UPI00189A8F5D; UPI00159E0924; UPI000C2AC0CE; UPI00027F7DAA; UPI00083BB899; UPI0013642F0F; UPI0013625F1D; UPI00141BEFC2; UPI0005F52B0E; UPI00188E6660; UPI00045DB025; UPI00159D9C32; UPI0002233F68; UPI0005F4C51D,Homo sapiens (Human); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Pan troglodytes (Chimpanzee); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Pan paniscus (Pygmy chimpanzee) (Bonobo); Aotus nancymaae (Ma's night monkey); Gorilla gorilla gorilla (Western lowland gorilla); Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator); Callithrix jacchus (White-tufted-ear marmoset); Saimiri boliviensis boliviensis (Bolivian squirrel monkey),621,90%,9606; 9601; 9598; 61853; 9597; 37293; 9595; 2715852; 9483; 39432; 9678; 61622; 61621; 9515; 336983; 9785; 9541; 9544; 591936; 81572; 54180; 50954; 1230840; 9531
UniRef90_Q8N2F6,partially reviewed and UniParc,Cluster: Armadillo repeat-containing protein 10,59,Q8N2F6; H2QV63; G7P1Y4; G7MM19; A0A2I3HKF0; A0A2K5HDN1; A0A2J8IQF1; G3QH76; A0A2I3M6S6; A0A2R9AUS9; A0A6D2XSZ7; H2PN39; A0A2K5NZA0; K7A549; A0A6D2YAM5; A0A096MZP9; A0A2K6KZL2; A0A2K6P3M9; F7DIA1; A0A2J8IQJ6; A0A0D9RH66; G1RDZ5; A0A2J8VL66; A0A2R9AYN9; A0A2K5HDB4; A0A2I2ZST0; A0A2K5E6F8; Q8N2F6-2; H9EWX1; A0A2K5NZD7; A0A2K6BZC0; A0A2K6A950; A0A2K5V8H7; F7DIT2; A0A0J9YXE4; H7C2M7; UPI0004F4BA56; UPI0004F4AAC5; UPI0005F44BEA; UPI0015605D73; UPI00045E1CDC; UPI0012ADCB89; UPI0005F4EC38; UPI0003AB571C; UPI001561AB59; UPI0005121C7A; UPI0007DBEA3B; UPI0005F402A6; UPI0005D03EBF; UPI0008F4D929; UPI000E6B47E0; UPI00122D5644; UPI0012AE633B; UPI0013F1814E; UPI0005F42904; UPI0003AB59DD; UPI00141BDAB6; UPI0000EE3F71; UPI0007DC5E41,Homo sapiens (Human); Pan troglodytes (Chimpanzee); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Macaca mulatta (Rhesus macaque); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Colobus angolensis palliatus (Peters' Angolan colobus); Gorilla gorilla gorilla (Western lowland gorilla); Papio anubis (Olive baboon); Pan paniscus (Pygmy chimpanzee) (Bonobo); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii),343,90%,9606; 9598; 9541; 9544; 61853; 336983; 9595; 9555; 9597; 9601; 9531; 61621; 61622; 60711; 37293; 9545; 9568; 591936; 81572; 54180
UniRef90_Q96C03,partially reviewed and UniParc,Cluster: Mitochondrial dynamics protein MID49,29,Q96C03; Q96C03-3; A0A2K5HVE9; A0A2K5HVD7; A0A2K5YUK7; A0A2K5YUF8; A0A096P333; A0A2K5M9N4; A0A2K5M9K9; A0A1D5Q623; F7H3Q0; A0A2K5WZ95; A0A2K6ENZ7; A0A0D9R714; A0A6J3H4Y9; A0A2K5WZT3; UPI000642E09A; UPI00141B4601; UPI00141AC6C1; UPI0005F5201B; UPI0008F52A57; UPI0003ABB40F; UPI000C2B4103; UPI000C298324; UPI000C29B15E; UPI0007DC6A50; UPI0018B08C9B; UPI0018B071B1; UPI000DC1888B,Homo sapiens (Human); Colobus angolensis palliatus (Peters' Angolan colobus); Mandrillus leucophaeus (Drill) (Papio leucophaeus); Papio anubis (Olive baboon); Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys); Macaca mulatta (Rhesus macaque); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Propithecus coquereli (Coquerel's sifaka) (Propithecus verreauxi coquereli); Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus); Sapajus apella (Brown-capped capuchin) (Cebus apella),454,90%,9606; 336983; 9568; 9555; 9531; 9544; 9541; 379532; 60711; 9515; 30608; 54180; 9595; 591936; 9565
UniRef90_Q9NWX6,partially reviewed and UniParc,Cluster: Probable tRNA(His) guanylyltransferase,23,Q9NWX6; Q9H8R6; A0A671FTC4; A0A2K6T948; A0A6J3GC17; A0A6J2MYA2; A0A7E6CUH7; U3CD68; K9IHU6; A0A2K5E0R6; H2PH78; A0A6D2VVY8; UPI00001BD8F2; UPI0009405F98; UPI0003C8F902; UPI001B34A8C3; UPI001B34970F; UPI00187CEBC3; UPI00159EB18D; UPI001879D404; UPI000D1832BC; UPI0003F0EEB7; UPI001AD95184,Homo sapiens (Human); Rhinolophus ferrumequinum (Greater horseshoe bat); Saimiri boliviensis boliviensis (Bolivian squirrel monkey); Sapajus apella (Brown-capped capuchin) (Cebus apella); Phyllostomus discolor (pale spear-nosed bat); Callithrix jacchus (White-tufted-ear marmoset); Desmodus rotundus (Vampire bat); Aotus nancymaae (Ma's night monkey); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Hipposideros armiger (great roundleaf bat),298,90%,9606; 59479; 39432; 9515; 89673; 9483; 9430; 37293; 9601; 186990; 246437; ; 9417; 192404; 28737
UniRef90_Q9H4A6,partially reviewed and UniParc,Cluster: Golgi phosphoprotein 3,163,Q9H4A6; Q9ERE4; Q9CRA5; H2QQQ1; H9EPH9; A0A2K6QAE6; A0A6D2WBG4; A0A2K5NAU1; A0A2I3LCX2; A0A0D9RX86; A0A2I3G6G1; A0A2K5VT22; A0A2K6JT77; A0A2K6DD38; G5DYH7; G3RT48; B3KS18; B3KQJ9; Q4R3K9; A0A3L7I541; G3HIQ9; A0A6I8PEN2; A0A670IWL1; A0A0B8RQM4; A0A2D4HVP0; A0A098LZX1; A0A6P9DRB9; J3S8V1; A0A0K8RVW5; A0A670ZSC4; U3FCK5; A0A6J1U2S5; A0A2D4NLD1; A0A2D4LRH0; A0A2H6N090; A0A2U3Y0V5; A0A5F8G7D5; A0A6P5KXZ0; A0A4X2K253; A0A340WVI8; L5L0L3; A0A6P3Q607; A0A7J8F018; A0A7N4NQQ2; A0A2Y9EKW3; G1P975; A0A7J7XYT8; S7MFE3; L5LZ11; A0A1U7QFR5; A0A341C9Q5; A0A2Y9QK49; A0A286XZD3; A0A6J2E6W9; A0A2U3WQU0; A0A2K6EI52; A0A2K5BVW7; A0A671EY87; A0A671E547; A0A2K6TRZ8; A0A1S3A7F2; A0A2Y9IJN5; M1EP82; U6CQL6; F7I3I1; G1T1G5; A0A7J8IY47; A0A7J8J062; A0A5E4CEL1; I3MQI2; A0A673STK1; A0A2Y9HJ04; A0A7N5KC60; A0A3Q7VN98; H0XAV0; A0A2R9AES2; G3SZH4; A0A2U4AY62; A0A6I9LF18; A0A2Y9E328; A0A6J2LUX4; A0A2F0AYF4; A0A7J7YW63; M3V855; A0A4X1TG17; Q569C9; A0A3Q7Q4M8; A0A2K5RAJ9; A0A6J3HXD2; A0A6I9KJ22; A0A6J2ALE6; A0A667FY88; A0A6P6HYL6; A0A6P4W6I1; U3F6E1; A0A6D2WWT0; H2PF94; A0A7L1VV06; A0A6J3ENF3; A0A7K4JWC3; A0A091KH30; A0A7K9UNG7; A0A093K0W7; A0A7L3JBU6; A0A093NEE8; R7VP94; A0A091PYA5; A0A093BAH9; A0A7L2WY74; A0A7L0U855; A0A7K8NHN9; A0A087VCM9; A0A7K6WML6; A0A091WRY1; A0A7L0W8K3; A0A7L1SWG5; A0A091V3B4; A0A7K9B7I4; A0A093FX72; A0A7K9C8D2; A0A091GXM4; A0A091K314; A0A093IH00; A0A7L1GPV2; A0A094KZV4; A0A091NZP8; A0A7L0LQK3; A0A287A3F2; A0A4X1TGD6; A0A3Q0DRM4; UPI000020C90A; UPI0007DA6DDA; UPI0007758442; UPI0014192CD8; UPI0013767453; UPI0019204ACF; UPI0018A114A6; UPI00186B234C; UPI00174CD476; UPI00038ED4AD; UPI00032AF61B; UPI0003343EAB; UPI0009405588; UPI001879238B; UPI00188E8BBB; UPI000E559912; UPI000A314270; UPI0003F0ED8B; UPI00187C35C4; UPI00193E9D39; UPI000F31C77B; UPI0002C6465F; UPI00033171BA; UPI0018751B08; UPI00064D316A; UPI00045DBC63; UPI00046BC742; UPI001873A18C; UPI000DC6A8A5; UPI00033338B1; UPI0015A4F993; UPI000F7C5E01; UPI0004ED3405,Homo sapiens (Human); Rattus norvegicus (Rat); Mus musculus (Mouse); Pan troglodytes (Chimpanzee); Macaca mulatta (Rhesus macaque); Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana); Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys); Papio anubis (Olive baboon); Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys),298,90%,9606; 10116; 10090; 9598; 9544; 61622; 9531; 9555; 60711; 61853; 9541; 61621; 9545; 191480; 9595; 10029; 9258; 64176; 92519; 129467; 1550645; 94885; 8729; 35024; 8673; 8637; 8663; 129470; 129469; 129465; 9713; 13616; 38626; 29139; 118797; 9402; 132908; 9407; 9305; 9755; 59463; 51298; 109478; 225400; 10036; 1706337; 9749; 10141; 9704; 9708; 379532; 37293; 59479; 39432; 9365; 391180; 9669; 452646; 9483; 9986; 27622; 9995; 43179; 37032; 29088; 9646; 116960; 30611; 9597; 9785; 9739; 230844; 127582; 89673; 9764; 59472; 9823; 34884; 2715852; 9515; 185453; 32536; 61383; 9696; 9691; 9601; 73330; 219594; 458187; 188379; 8851; 441894; 54017; 9238; 8932; 188344; 8897; 56262; 118183; 8787; 100784; 48435; 30419; 81907; 54356; 9218; 8790; 37040; 2585815; 175836; 57412; 30455; 545262; 345573; 8969; 175529; 1868482; 103944; 80427; 35005; 95912; 27675; 9337; 34839; 9978; 143302; 186990; 192404; 50954; 9999; 10093; 28737; 9417; 73337; 42254; 143292; 51337; 1230840; 29078; 9771; 286419; 8884; 8839; 1026970
